year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2016	0	.	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	2			100	100	1	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					1500																							0	Never		Less confident	0	Yes	1	0			0	0	0	0	0	0	0	0	1	Electronic publication	I think it's great. Its relatively easy to do and earns me royalties while I can spend time with my daughter.	0	0			1	0	0	0		Other	60-79%	60-79%		Other		Yes								Female	35-44	White	3	Masters	1	E		0				13000	11500	1500
2018	0		Academic	1	2010	0	.	0	.	0	.	0	.	0	.	2010	1	4	2	100	2	2			100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Poet	1	2012	1	2017	0	.	1	2007	0	.	0	.	2012	4	100	1	100	100	3			100	6	100	100	100	100	100	9	4	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	21	43	50	7000	1800	8000	500						8000										1	Yes, sometimes	Agent	No confidence	1	Don't know	1	1			1	0	0	0	0	0	0	0	1	Electronic publication	I wish I could spend more time doing this but it's just not possible. Would love there to be a very good UK pot of Arts Council money dedicated specifically to the long-term support of the nation's best poets - regardless of discipline / specialism.	0	0			0	1	0	1	Substantially increased	Percentage of retail/publisher's price						Yes	0%	0				Not my own contract but I have read an "emotional disagreement with the publisher" clause in a poet's contract which was disturbing both in its garbled lack of clarity and for its inclusion in the first place. A red flag to anyone who has dealt with contracts in the past.	Improved	Male	35-44	White	2	Masters	1	E		0				40000	8000	250
2018	1	0	Author	1	2014	0	.	0	.	0	.	0	.	0	.	2010	2	100	1	100	100	100			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2010	0	.	0	.	0	.	0	.	0	.	2010	1	100	100	100	100	2			100	100	100	2	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				87			234																					0	Never		Moderately confident	0	No	1	0			0	0	0	0	0	0	0	0	0			0	1	40-59%	Increased	1	0		0		Percentage of net receipts	0-19%	0-19%				No		0			had to pay to get my own copy of my books at standard rate		Improved	Other/prefer not to say	55-64	White	2	Masters	1	E		0		2		15000	2000	
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Other	1	2001	0	.	0	.	0	.	0	.	0	.	1973	4	100	100	100	1	2			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	1995	0	.	0	.	0	.	0	.	0	.		1	100	2	100	100	100																																																															0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Translator	1	2010	0	.	0	.	0	.	0	.	0	.	1978	1	100	100	100	5	4			1	100	100	3	3	100	100	100	100	100	100	100	100	100	100	100	1	100	1	1	100	100	100				400	0	100	350	0	0	0	0	0		0	0	0	0	0	6500	0								0	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	1	No change	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	No						No	Not changed	Male	65-74	White	1	Masters	1	Other		1				12000	12000	6500
2018	1	0	Author	1	2017	1	2017	0	.	0	.	0	.	1	2013	2010	5	100	6	100	100	100		Speaking on my subject.	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Scriptwriter	1	2014	0	.	0	.	0	.	0	.	0	.	2014	100	100	100	100	1	100			100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	1	1	4	4	100							2500																					1	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	1	90-100%	Increased	1	0		0								Yes	0%	0					Not changed	Male	35-44	White	1	Masters	1	E		0				55000	55000	55000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	1992	1	1989	0	.	0	.	0	.	0	.	1985	1	100	6	100	100	100			100	100	100	3	100	100	1	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				5000			2500													25000								0	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	1	Slightly decreased	Other		0-19%				Yes		0				No	Not changed	Male	55-64	White	5 or more	Masters	1	E		0				30000	30000	7000
2018	0		No longer writing (retired)	1	2016	1	2010	0	.	0	.	0	.	0	.	1999	1	100	100	100	100	100			100	100	100	100	100	1	7	9	100	100	100	100	100	100	100	100	8	100	1	100	100	100	100				160	0	300	120	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Very confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Increased	0	0	0	1	Slightly increased	Other						Don't know	0%	0						Male	65-74	White	2	Degree	1	E		0				31000	16000	600
2018	1	0	Author	1	2006	1	2006	0	.	0	.	0	.	0	.	1993	1	100	3	100	100	2			1	100	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				43	166	4	121																					0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0														Yes		0					Improved	Male	55-64	White	3	PhD	1	E		0				50000	20000	334
2018	0		Author	1	1996	1	1996	0	.	0	.	0	.	0	.	2005	2	100	1	100	100	3			100	100	2	3	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2610	0	30	860	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0			1		Other	0-19%	0-19%		Other	They have gone up			0					Not changed	Male	45-54	White	2	PhD	1	E		0				60000	55000	3500
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2017	0	.	0	.	0	.	0	.	0	.	2011	1	100	3	100	100	3			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				79000			1000							32000		5000	5000	5000										0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0		1	Substantially increased	Percentage of net receipts	0-19%	0-19%				Don't know							Not changed	Female	35-44	White	5 or more	Degree	1	E		0				160000	80000	80000
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.		1	4	2	5	3	5																																																															0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	1987	0	.	0	.	0	.	0	.	0	.	1984	1	6	6	5	5	2			1	2	1	100	100	100	100	100	100	100	100	3	100	100	100	100	2	2	1	3	100	100	3				24000	0	500	500	0	0	0	0	0		0	0	0	0	0	0	0								1	Never		Less confident	0	No	0	0			0	0	0	0	0	0	0	0	0			0	1	60-89%		0	0	1	1	Slightly increased	Other	0-19%	0-19%		Other	They have gone up	Yes		0				No	Not changed	Male	65-74	White	2	Masters	1	E		0				50000	2000	25000
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2017	0	.	0	.	0	.	0	.	1	2015	2010	1	100	100	100	100	1		audiobooks	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2006	0	.	0	.	0	.	0	.	0	.	1987	1	100	2	100	100	3			2	100	1	100	4	5	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				600	4000	200	200																					0	Never		Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			0	0		0	Substantially increased	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	Yes		0					Improved	Male	55-64	White	1	Degree	1	E		0				20000	20000	5000
2018	0		Author	1	2016	0	.	0	.	0	.	0	.	0	.	1998	1	100	100	100	100	2			100	100	100	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				800			500																					0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0						0		Other	0-19%	0-19%				Yes		0					Not changed	Male	55-64	White	2	Masters	1	E		0				50000		1000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Teacher	1	2003	0	.	0	.	0	.	0	.	0	.	1990	1	100	100	100	100	2			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					0	0	150	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Moderately confident	0	No	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		0	No change	Percentage of net receipts	0-19%	80-100%				No		0			None		Not changed	Female	55-64	White	2	Degree	1	E		0				50000	20000	150
2018	1	0	Journalist	1	2015	0	.	0	.	1	2002	0	.	0	.	1995	100	2	1	100	100	2			100	100	100	100	9	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																												0	Never		Moderately confident	1	Don't know	0	1		Destruction of data.	1	0	0	0	0	0	0	0	0			0	0			0			0								No		0					Not changed	Other/prefer not to say	45-54	Other	2	Masters	1	E		0				110000	60000	60000
2018	0		Academic	1	1999	0	.	0	.	0	.	0	.	1	1999	1971	1	100	100	100	100	100		Reviews of Mss	100	100	3	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				13000			100					1000						12000										0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0		1	0		Other	0-19%			Other	They have gone up	No							Improved	Male	75-84	White	2	PhD	1	Other		1				100	70	10
2018	1	1	Scriptwriter	1	2000	0	.	1	1998	0	.	0	.	0	.	1988	2	100	3	100	1	100			2	100	100	100	100	1	100	100	100	100	100	100	100	100	100	1	100	100	1	2	100	1	100				0		0	2000	0	0	0	0	0		0	0	0	0	0	0	1000								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	No change	Other		0-19%				No		0					Not changed	Male	55-64	White	2	Degree	1	W		0				85000	55000	0
2018	1	1	Author	1	2012	1	2015	0	.	0	.	0	.	0	.	2014	2	100	1	100	100	3			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	1993	1	1993	0	.	0	.	0	.	1	1986	1993	1	100	2	100	100	100			100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				1000		100	400											62000										0	Yes, sometimes	Professional body/union	Less confident	1	Don't know	1	1		%	1	1	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts		Yes		0			Publishers less willing to pay advances wanting to have buy out instead of % royalties		Not changed	Male	55-64	White	2	PhD	1	E		0				90000	63000	1500
2018	0		Academic	1	2008	0	.	0	.	0	.	0	.	0	.	2008	1	2	4	4	4	4			1	2	6	7	7	7	7	6	7	100	100	100	100	100	100	100	100	100	0	100	100	100	100																												0	Never		Moderately confident	0	No		0			0	0	0	0	0	0	0	0	0			0	0	90-100%	Stayed the same	1	0	0	0	Slightly decreased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes	60-89%	0					Not changed	Male	45-54	Black	1	PhD	1	E		0				1000	1000	
2018	0		Academic	1	2014	0	.	0	.	0	.	0	.	0	.	2014	4	100	5	100	100	100			100	100	100	1	6	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	3	100				0	0	0	600	0	0	0	0	4500		0	0	0	0	500	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	0	No change							Don't know	0%	0					Weakened	Male	55-64	White	3	PhD	1	W		0				70000	15000	600
2018	0		Author	1	2000	0	.	0	.	0	.	0	.	0	.	1978	1	6	4	100	100	5			100	8	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Other	1	2002	0	.	0	.	0	.	0	.	0	.	1975	3	4	5	100	100	6			100	100	1	2	3	100	100	100	100	100	100	100	1	100	100	100	100	100	1	1	100	100	100				8000			150					600		500				6000										1	Yes, sometimes	Agent	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Electronic publication	Cost of producing electronic version outweighed the revenue. It was the copy editing of the version produced electronically that was so expensive.	1	0			0	1	0	1	Substantially increased	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts		Yes		0			Reduction in royalties and absence of advances generally more biased to the publisher.		Improved	Male	65-74	White	2	Other	1	W		0				90000	50000	10000
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	1967	1	100	2	100	100	100			100	100	1	2	100	100	100	100	100	100	2	100	1	100	100	100	100	100	1	3	2	1	4				15000	1000	500	500	0	0	0	0	0		0	0	0	0	0	0	0								1	Never		No confidence	1	Don't know	1	1		Advance rights and restrictions on subject	0	1	1	0	0	0	0	1	0			0	0			0	1	1	1	Substantially increased	Other	0-19%	0-19%		Other	They have gone up	Yes	90-100%	0			Pressure ti pay for picture rights in books	Delivery dates	Not changed	Male	65-74	White	2	Other	1	E		0				30000	30000	0
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Scriptwriter	1	2005	0	.	1	2011	0	.	0	.	0	.	2005	100	100	100	100	1	100			100	100	100	100	100	100	100	100	100	5	100	1	100	100	100	7	100	100	1	1	4	3	4																																						0	0	0	0	0	0	0	0																																			0						
2018	0		No longer writing (retired)	0	.	0	.	0	.	0	.	0	.	0	.	1969	100	100	100	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				100	0	0	0	0	0	0	0	0		0	0	0	0	100	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0																																			0				45000	30000	100
2018	1	0	Academic	1	2017	0	.	0	.	0	.	0	.	0	.		3	5	100	100	100	5		Manuscript review																																																													0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	2013	0	.	0	.	0	.	0	.	0	.	2008	1	100	100	100	100	100		academic papers	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				400			800					1300						56000										0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			1	0	0	0		Other	20-39%	80-100%		Other	They have gone up	Yes		0					Not changed	Male	45-54	White	4	PhD	1	E		0				95000		2500
2018	0		Author	1	1992	0	.	0	.	0	.	0	.	0	.	1992	1	100	100	100	100	2			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				10000			5000																					0	Never		Less confident	1	Don't know	1	1		I negotiated a bigger fee	1	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Slightly decreased	Percentage of net receipts		0-19%				Yes					Non		Weakened	Male	55-64	Other	2	Degree	1	E		0				65000	50000	15000
2018	1	1	Other	1	1990	0	.	0	.	0	.	0	.	0	.	1975	2	3	1	100	6	2		Music festival writing editorial and translation. Conducting 'Meet the artist' interviews at festivals.	100	6	100	2	2	100	100	100	100	100	6	100	6	100	100	100	100	6	1	4	100	100	100					0	0	500	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		No confidence	0	Don't know	1	0		Various negotiations of the What's your best offer? kind.	0	0	0	0	0	0	0	0	1	Electronic publication		0	0						0								Yes	0%	0					Not changed	Male	65-74	White	2	University entry	1	E		0				50000	15000	2000
2018	0		Author	1	2008	0	.	0	.	0	.	0	.	0	.	2002	1	100	100	100	100	2			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				302			427																					0	Yes, sometimes	Friends	Moderately confident	1	Yes	0	1			1	1	0	0	0	0	0	0	0			0	0			1	0		1	Slightly decreased	Other		0-19%				Yes		0					Weakened	Female	65-74	White	2	Masters	1	E		0		2		65000	28000	800
2018	1	1	Other	1	1985	0	.	0	.	0	.	0	.	0	.	1985	2	100	100	100	1	100		100	1	100	100	100	100	1	100	100	100	100	100	100	100	1	100	100	1	100	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	0	.	0	.	0	.	0	.	0	.	0	.	1990	1	100	100	100	100	2			100	100	2	1	3	100	4	5	100	100	1	100	100	100	100	100	100	100	1	100	100	1	100				4500	0	0	500	0	0	0	0																	0	Yes, sometimes	Lawyer	Less confident	1	Don't know		1			0	1	0	0	0	0	0	0	0			0	0	0%	Increased	0	0	0	1	No change	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0					Not changed	Male	65-74	White	4	PhD	1	E		0		2		350000	300000	5000
2018	0		Academic	1	2015	0	.	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	100			100	100	100	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																		1450										0	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0	0%		1	0		0		Other	0-19%	0-19%				No							Not changed	Female	45-54	Black	2	PhD	1	Other		1					1450	100
2018	1	0	Author	0	.	0	.	0	.	0	.	0	.	0	.	1973	1	3	2	100	2	2			100	100	3	1	7	100	100	4	100	100	1	100	100	100	100	100	100	1	1	1	4	3	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2010	1	2010	0	.	0	.	0	.	0	.	2009	4	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	0	.	0	.	0	.	0	.	0	.	0	.	1983	6	100	100	100	100	100			100	100	100	100	100	100	100	3	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				150																140								0	Never		Less confident	0	No		0			0	0	0	0	0	0	0	0	0			0	0														Yes								Male	65-74	White	2	Masters	1	E		0				55000		
2018	0		Academic	1	2012	0	.	0	.	0	.	0	.	0	.	2006	1	100	1	100	100	100			100	1	100	2	2	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							100													100000								0	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0	0%		1	0	0	1	No change							Yes	0%	0						Female	45-54	White	1	PhD	1	S		0					100000	100
2018	1	0	Author	1	1989	1	1989	0	.	0	.	0	.	0	.	1982	1	100	100	100	100	2			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					12		154													750								0	Yes, as a matter of course	Professional body/union	Less confident	1	Don't know	1	1		Digital royalties; overall rate	0	1	0	0	1	0	0	0	1	Electronic publication		0	0		Increased	0	0	1	0	No change	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	Yes		0			None - only one contract!	No	Not changed	Male	65-74	White	2	PhD	1	E		0				36000	13000	167
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	1990	0	.	0	.	0	.	0	.	1	2000		1	6	6	100	3	6																																																															0	0	0	0	0	0	0	0																																			0						
2018	1	0	Journalist	1	2017	0	.	0	.	0	.	0	.	0	.	2001	4	3	1	100	5	2		advertising copy	100	2	3	100	1	100	100	4	100	100	100	100	100	100	100	100	100	1	1	1	100	100	100																												0	Never		Less confident	1	No	0	1		payment terms	1	0	0	0	0	0	0	0	0			0	0			1			0								No							Improved	Female	35-44	White	2	Masters	1	E		0				140000	45000	35000
2018	1	1	Author	1	2011	1	2008	0	.	0	.	0	.	1	2007	2007	2	100	1	100	100	3			1	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Teacher	1	2013	0	.	0	.	0	.	0	.	0	.	2007	1	100	100	100	100	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				20986			170											23866										0	Never		Moderately confident	0	Don't know	1	0			0	0	0	0	0	0	0	0																																			0				57100	23860	20986
2018	0		Other	1	1999	0	.	0	.	0	.	0	.	0	.	1990	100	100	100	100	100	100			100	100	100	100	100	9	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2010	0	.	0	.	0	.	0	.	0	.	2005	1	100	100	100	100	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				39000			1000																					0	Never		Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			1			1	No change	Other						Yes		0			none	no	Not changed	Male	65-74	White	2	Masters	1	E		0				70000	40000	40000
2018	1	1	Journalist	1	2016	0	.	0	.	1	1990	0	.	0	.	1991	2	3	1	100	100	4		Advertising Copy. Media Advisory	100	100	1	100	2	100	3	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				35000										32000		3000												1	Never		Moderately confident	0	Don't know	0	0			0	0	0	0	0	0	0	0																																			0				70000		35000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Academic	1	2000	0	.	0	.	0	.	0	.	0	.	2000	2	1	100	100	100	6			100	100	100	3	8	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				1000	0	0	200	0	0	0	0	0		0	0	0	0	70000	0	0								0	Never		No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0	10-39%	Increased	1	0	0	0		Other	0-19%	0-19%		Other	They have gone up	Yes	0%	0					Improved	Male	55-64	White	4	PhD	1	E		0				80000	70000	0
2018	1	1	Other	1	2010	0	.	0	.	0	.	0	.	1	2015	1980	3	100	1	100	100	2		occasional consultancy/odd newspaper stories in the past	100	100	1	100	3	100	2	4	100	100	100	100	1	100	100	100	100	2	1	1	100	100	100				200	0	0	800	0	0	0	0	0		800	0	0	0	0	0	0								0	Yes, as a matter of course	Lawyer	No confidence	1	Don't know	1	1			0	0	0	0	0	0	0	0	0			0	0	0%	Increased	1	0		1		Percentage of net receipts						Yes		0			Too complicated. I am stymied by having being misdiagnosed in 2004 with illness I do not and did not have and that has pretty well destroyed me.		Not changed	Female	55-64	White	1	Degree	1	E		0				1000	1000	1000
2018	1	1	Scriptwriter	1	2006	0	.	0	.	0	.	0	.	0	.	2006	3	100	100	2	1	100			100	100	100	100	100	100	100	100	100	100	100	1	100	100	100	100	100	100	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	1985	0	.	0	.	0	.	0	.	0	.	1983	1	100	6	100	100	100			100	100	100	2	100	100	1	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				500		80	200		2000																			0	Never		Less confident	0	No	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Percentage of net receipts	0-19%	0-19%				Yes							Not changed	Female	65-74	White	2	PhD	1	E		0				45000	21000	2000
2018	0		Academic	1	2009	0	.	0	.	0	.	0	.	0	.		1	6	6	100	100	3																																																															0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	2015	1	3	4	100	3	3			100	100	3	2	3	100	100	100	100	2	2	2	100	100	100	100	5	100	1	3	3	4	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Other	1	2014	0	.	0	.	0	.	0	.	0	.	2013	6	100	2	100	100	1			100	3	2	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	0	100	100	100	100				30000																								0	Never		Moderately confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	1	90-100%	Increased	0	0	0	1	No change	Other						No		0					Not changed	Female	35-44	White	5 or more	Degree	1	E		0				100000	30000	30000
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	1998	1	2001	0	.	0	.	0	.	0	.	1997	1	100	100	100	5	6			1	100	100	100	9	100	100	100	100	8	100	8	100	100	100	100	100	100	1	100	100	100	100				33000		1500	500																					1	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0	0	1	Substantially increased	Percentage of net receipts	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes	0%	0			100	A ceiling on earnings in a film rights contract.	Improved	Male	55-64	White	3	PhD	1	E		0				340000	35000	35000
